2022-10-01,2022-2023,La Liga,Atlético Madrid,Sevilla,Away,2,0,W,Reinildo Mandava,Y,LB,90,0,0,1,0,0,0,1,0,1,4,1
2022-10-08,2022-2023,La Liga,Atlético Madrid,Girona,Home,2,1,W,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,2,1,0,1,4
2022-10-15,2022-2023,La Liga,Atlético Madrid,Athletic Club,Away,1,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,1,2,0,7,4
2022-10-18,2022-2023,La Liga,Atlético Madrid,Rayo Vallecano,Home,1,1,D,Reinildo Mandava,Y,LB,90,0,0,1,0,0,0,3,1,0,3,2
2022-10-23,2022-2023,La Liga,Atlético Madrid,Real Betis,Away,2,1,W,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,1,2,0,1,1
2022-10-29,2022-2023,La Liga,Atlético Madrid,Cádiz,Away,2,3,L,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,2,1,0,2,0
2022-11-06,2022-2023,La Liga,Atlético Madrid,Espanyol,Home,1,1,D,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,0,0,6,2,0
2022-11-09,2022-2023,La Liga,Atlético Madrid,Mallorca,Away,0,1,L,Reinildo Mandava,Y,LB,68,0,0,0,0,0,0,2,0,2,4,0
2023-01-08,2022-2023,La Liga,Atlético Madrid,Barcelona,Home,0,1,L,Reinildo Mandava,Y,LB,81,0,0,2,1,0,0,2,0,0,0,1
2023-01-15,2022-2023,La Liga,Atlético Madrid,Almería,Away,1,1,D,Reinildo Mandava,Y,LB,66,0,0,0,0,0,0,0,1,0,1,0
2023-01-21,2022-2023,La Liga,Atlético Madrid,Valladolid,Home,3,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,1,0,3,2,0,2,3
2023-01-29,2022-2023,La Liga,Atlético Madrid,Osasuna,Away,1,0,W,Reinildo Mandava,Y,LB,90,0,0,1,0,0,0,0,2,2,1,0
2023-02-04,2022-2023,La Liga,Atlético Madrid,Getafe,Home,1,1,D,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,2,3,1,1,0
2023-02-12,2022-2023,La Liga,Atlético Madrid,Celta Vigo,Away,1,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,1,0,0,1,0,2,2
2023-02-19,2022-2023,La Liga,Atlético Madrid,Athletic Club,Home,1,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,0,3,1,4,3
2023-02-25,2022-2023,La Liga,Atlético Madrid,Real Madrid,Away,1,1,D,Reinildo Mandava,Y,LB,22,0,0,0,0,0,0,0,0,1,0,0
2023-12-23,2023-2024,La Liga,Atlético Madrid,Sevilla,Home,1,0,W,Reinildo Mandava,N,N/A,18,0,0,0,0,0,0,0,0,0,1,0
2024-01-28,2023-2024,La Liga,Atlético Madrid,Valencia,Home,2,0,W,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,2,1,0,1,1
2024-01-31,2023-2024,La Liga,Atlético Madrid,Rayo Vallecano,Home,2,1,W,Reinildo Mandava,Y,CB,90,1,0,1,1,0,0,2,1,0,4,1
2024-02-11,2023-2024,La Liga,Atlético Madrid,Sevilla,Away,0,1,L,Reinildo Mandava,N,N/A,25,0,0,0,0,0,0,0,0,0,0,0
2024-02-17,2023-2024,La Liga,Atlético Madrid,Las Palmas,Home,5,0,W,Reinildo Mandava,Y,CB,90,0,0,1,1,0,0,0,0,3,5,0
2024-02-24,2023-2024,La Liga,Atlético Madrid,Almería,Away,2,2,D,Reinildo Mandava,Y,CB,90,0,1,1,0,1,0,2,1,0,4,2
2024-03-03,2023-2024,La Liga,Atlético Madrid,Real Betis,Home,2,1,W,Reinildo Mandava,N,N/A,10,0,0,0,0,0,0,0,0,1,0,0
2024-03-17,2023-2024,La Liga,Atlético Madrid,Barcelona,Home,0,3,L,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,0,2,1,2,1
2024-04-01,2023-2024,La Liga,Atlético Madrid,Villarreal,Away,2,1,W,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,4,0,0,4,3
2024-04-13,2023-2024,La Liga,Atlético Madrid,Girona,Home,3,1,W,Reinildo Mandava,Y,LB,45,0,0,0,0,0,0,2,0,1,1,0
2024-04-21,2023-2024,La Liga,Atlético Madrid,Alavés,Away,0,2,L,Reinildo Mandava,N,N/A,34,0,0,1,0,0,0,1,0,1,0,0
2024-05-04,2023-2024,La Liga,Atlético Madrid,Mallorca,Away,1,0,W,Reinildo Mandava,N,N/A,1,0,0,0,0,0,0,0,0,1,1,0
2024-05-12,2023-2024,La Liga,Atlético Madrid,Celta Vigo,Home,1,0,W,Reinildo Mandava,N,N/A,16,0,0,0,0,0,0,0,1,0,1,0
2024-05-15,2023-2024,La Liga,Atlético Madrid,Getafe,Away,3,0,W,Reinildo Mandava,N,N/A,4,0,0,0,0,0,0,1,0,0,0,0
2024-05-19,2023-2024,La Liga,Atlético Madrid,Osasuna,Home,1,4,L,Reinildo Mandava,N,N/A,31,0,0,0,0,0,0,0,0,0,0,0
2024-05-25,2023-2024,La Liga,Atlético Madrid,Real Sociedad,Away,2,0,W,Reinildo Mandava,N,N/A,7,1,0,1,1,0,0,1,1,0,1,0
2024-08-19,2024-2025,La Liga,Atlético Madrid,Villarreal,Away,2,2,D,Reinildo Mandava,Y,DM,53,0,0,0,0,0,0,1,1,1,1,2
2024-08-25,2024-2025,La Liga,Atlético Madrid,Girona,Home,3,0,W,Reinildo Mandava,N,N/A,23,0,0,0,0,0,0,0,0,0,1,2
2024-08-28,2024-2025,La Liga,Atlético Madrid,Espanyol,Home,0,0,D,Reinildo Mandava,N,N/A,18,0,0,0,0,0,0,0,0,1,0,0
2024-08-31,2024-2025,La Liga,Atlético Madrid,Athletic Club,Away,1,0,W,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,0,1,0,0,1
2024-09-15,2024-2025,La Liga,Atlético Madrid,Valencia,Home,3,0,W,Reinildo Mandava,N,N/A,14,0,0,0,0,0,0,0,0,0,1,0
2024-09-22,2024-2025,La Liga,Atlético Madrid,Rayo Vallecano,Away,1,1,D,Reinildo Mandava,Y,CB,90,0,0,0,0,0,0,2,0,0,0,0
2024-09-26,2024-2025,La Liga,Atlético Madrid,Celta Vigo,Away,1,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,1,0,2,3,0,1,3
2024-09-29,2024-2025,La Liga,Atlético Madrid,Real Madrid,Home,1,1,D,Reinildo Mandava,Y,LB,74,0,0,0,0,0,0,1,1,0,0,1
2024-10-06,2024-2025,La Liga,Atlético Madrid,Real Sociedad,Away,1,1,D,Reinildo Mandava,N,N/A,8,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,2024-2025,La Liga,Atlético Madrid,Real Betis,Away,0,1,L,Reinildo Mandava,Y,LB,45,0,0,1,1,1,0,2,1,0,0,0
2024-11-03,2024-2025,La Liga,Atlético Madrid,Las Palmas,Home,2,0,W,Reinildo Mandava,N,N/A,7,0,0,0,0,0,0,0,1,0,2,0
2024-11-10,2024-2025,La Liga,Atlético Madrid,Mallorca,Away,1,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,1,0,4,0,0,3,2
2024-11-30,2024-2025,La Liga,Atlético Madrid,Valladolid,Away,5,0,W,Reinildo Mandava,N,N/A,45,0,0,0,0,0,0,1,0,1,0,0
2025-01-25,2024-2025,La Liga,Atlético Madrid,Villarreal,Home,1,1,D,Reinildo Mandava,Y,LB,45,0,0,0,0,0,0,1,3,0,1,0
2025-02-01,2024-2025,La Liga,Atlético Madrid,Mallorca,Home,2,0,W,Reinildo Mandava,Y,LB,90,0,0,0,0,0,0,2,0,2,1,1
2025-02-08,2024-2025,La Liga,Atlético Madrid,Real Madrid,Away,1,1,D,Reinildo Mandava,N,N/A,27,0,0,0,0,0,0,1,0,1,0,0
2025-02-15,2024-2025,La Liga,Atlético Madrid,Celta Vigo,Home,1,1,D,Reinildo Mandava,N,N/A,32,0,0,0,0,1,0,2,1,0,3,0
2025-03-16,2024-2025,La Liga,Atlético Madrid,Barcelona,Home,2,4,L,Reinildo Mandava,Y,LB,90,0,0,0,0,1,0,1,4,0,0,0
2025-03-29,2024-2025,La Liga,Atlético Madrid,Espanyol,Away,1,1,D,Reinildo Mandava,N,N/A,10,0,0,0,0,0,0,1,0,1,0,0
