Date,Season,Competition,Team,Opponent,Venue,TeamGoals,OppGoals,Result,Player,Start,Position,Minutes,Goals,Assists,Shots,SoT,Yellow,Red,Fouls,Offsides,Crosses,TacklesWon,Interceptions
2023-08-12,2023-2024,La Liga,Las Palmas,Mallorca,Home,1,1,D,Kirian Rodríguez,Y,CM,84,0,0,1,0,1,0,1,0,1,1,2
2023-08-18,2023-2024,La Liga,Las Palmas,Valencia,Away,0,1,L,Kirian Rodríguez,Y,CM,81,0,0,0,0,0,0,0,0,0,0,3
2023-08-25,2023-2024,La Liga,Las Palmas,Real Sociedad,Home,0,0,D,Kirian Rodríguez,Y,CM,78,0,0,1,0,0,0,1,0,0,1,1
2023-09-03,2023-2024,La Liga,Las Palmas,Girona,Away,0,1,L,Kirian Rodríguez,Y,CM,55,0,0,0,0,1,0,1,0,0,0,0
2023-09-17,2023-2024,La Liga,Las Palmas,Sevilla,Away,0,1,L,Kirian Rodríguez,Y,DM,84,0,0,1,0,1,0,1,0,0,0,0
2023-09-24,2023-2024,La Liga,Las Palmas,Granada,Home,1,0,W,Kirian Rodríguez,Y,CM,90,1,0,1,1,0,0,1,1,0,1,1
2023-09-27,2023-2024,La Liga,Las Palmas,Real Madrid,Away,0,2,L,Kirian Rodríguez,N,CM,45,0,0,3,1,0,0,0,0,1,2,1
2023-10-02,2023-2024,La Liga,Las Palmas,Celta Vigo,Home,2,1,W,Kirian Rodríguez,Y,CM,90,0,0,4,0,0,0,1,1,0,2,0
2023-10-08,2023-2024,La Liga,Las Palmas,Villarreal,Away,2,1,W,Kirian Rodríguez,Y,CM,90,0,0,0,0,1,0,0,1,0,1,2
2023-10-22,2023-2024,La Liga,Las Palmas,Rayo Vallecano,Home,0,1,L,Kirian Rodríguez,Y,CM,90,0,0,0,0,0,0,0,2,0,2,3
2023-10-28,2023-2024,La Liga,Las Palmas,Almería,Away,2,1,W,Kirian Rodríguez,Y,CM,90,0,0,0,0,0,0,0,2,1,0,0
2023-11-03,2023-2024,La Liga,Las Palmas,Atlético Madrid,Home,2,1,W,Kirian Rodríguez,Y,CM,90,1,0,1,1,0,0,1,2,1,3,1
2023-11-11,2023-2024,La Liga,Las Palmas,Osasuna,Away,1,1,D,Kirian Rodríguez,Y,AM,90,0,0,0,0,0,0,0,1,3,1,0
2023-11-26,2023-2024,La Liga,Las Palmas,Real Betis,Away,0,1,L,Kirian Rodríguez,Y,AM,90,0,0,2,1,0,0,0,2,1,3,1
2023-12-01,2023-2024,La Liga,Las Palmas,Getafe,Home,2,0,W,Kirian Rodríguez,Y,CM,89,0,1,1,1,0,0,0,0,1,0,2
